,TK_PLCS/FPIX/crate03/module06/channel_read_04.value.converted:_original.._value,TK_PLCS/FPIX/crate03/module06/channel_read_05.value.converted:_original.._value,TK_PLCS/FPIX/crate03/module06/channel_read_06.value.converted:_original.._value,TK_PLCS/FPIX/crate03/module06/channel_read_07.value.converted:_original.._value,TK_PLCS/FPIX/crate03/module06/channel_read_08.value.converted:_original.._value,TK_PLCS/FPIX/crate03/module07/channel_read_01.value.converted:_original.._value,TK_PLCS/FPIX/crate03/module07/channel_read_02.value.converted:_original.._value,TK_PLCS/FPIX/crate03/module07/channel_read_04.value.converted:_original.._value,TK_PLCS/FPIX/crate03/module07/channel_read_05.value.converted:_original.._value,TK_PLCS/FPIX/crate03/module07/channel_read_07.value.converted:_original.._value,TK_PLCS/FPIX/crate03/module07/channel_read_08.value.converted:_original.._value,
,Passive Box #3 Pt1k on Detector,Passive Box #3 Pt1k on Detector,Passive Box #3 Pt1k on Detector,Passive Box #3 Pt1k on Detector,Passive Box #3 Pt1k on Detector,Passive Box #3 Pt1k on Detector,Passive Box #3 Pt1k on Detector,Passive Box #3 Pt1k on Detector,Passive Box #3 Pt1k on Detector,Passive Box #3 Pt1k on Detector,Passive Box #3 Pt1k on Detector,
"2018/01/31 09:09:38.937",,30.7,,,,,,,,,,
"2018/01/31 09:10:51.428",,31.22,,,,,,,,,,
"2018/01/31 09:12:16.430",,31.73,,,,,,,,,,
"2018/01/31 09:14:48.944",,32.27,,,,,,,,,,
"2018/01/31 09:16:09.011",,32.81,,,,,,,,,,
"2018/01/31 09:17:31.435",,33.33,,,,,,,,,,
"2018/01/31 09:18:59.016",,33.84,,,,,,,,,,
"2018/01/31 09:22:23.936",,34.36,,,,,,,,,,
"2018/01/31 09:30:26.427",,34.87,,,,,,,,,,
"2018/01/31 10:03:43.928",,35.39,,,,,,,,,,
"2018/01/31 10:07:23.926",,35.9,,,,,,,,,,
"2018/01/31 10:17:13.928",,36.42,,,,,,,,,,
"2018/01/31 10:23:46.433",,36.93,,,,,,,,,,
"2018/01/31 10:25:49.018",,37.47,,,,,,,,,,
"2018/01/31 10:27:23.936",,38.06,,,,,,,,,,
"2018/01/31 10:28:38.936",,38.6,,,,,,,,,,
"2018/01/31 10:29:59.018",,39.17,,,,,,,,,,
"2018/01/31 10:31:46.433",,39.71,,,,,,,,,,
"2018/01/31 10:34:51.425",,40.28,,,,,,,,,,
"2018/01/31 10:37:56.430",,,,,,,,,,22.41,,
"2018/01/31 10:47:53.925",,,,,,,,,21.7,,,
"2018/01/31 10:53:21.430",,,,,,,,,,,21.66,
"2018/01/31 11:01:01.431",,,,,,,,22.68,,,,
"2018/01/31 11:29:38.933",,,,,,,21.7,,,,,
"2018/01/31 11:41:06.420",,32.15,,,,,,,,,,
"2018/01/31 12:24:11.426",,,,,,21.78,,,,,,
"2018/01/31 13:41:33.934",,31.63,,,,,,,,,,
"2018/01/31 15:25:31.422",,28.27,,,,,,,,,,
"2018/01/31 16:28:03.924",,27.76,,,,,,,,,,
"2018/01/31 16:28:51.437",,,,21.66,,,,,,,,
"2018/01/31 16:29:59.018",,,,,,,,,21.19,,,
"2018/01/31 16:30:18.944",,,,,21.73,,,,,,,
"2018/01/31 16:30:29.003",,,,,,,21.19,,,,,
"2018/01/31 16:30:51.428",,27.24,,,,,,,,,,
"2018/01/31 16:31:08.944",,,21.9,,,,,,,,,
"2018/01/31 16:31:18.941",,,,,,,,,,,21.14,
"2018/01/31 16:31:36.423",,,,,,,,22.17,,,,
"2018/01/31 16:31:41.421",,,,21.14,,,,,,,,
"2018/01/31 16:31:43.922",,,,,,21.27,,,,,,
"2018/01/31 16:32:11.437",,,,,,,,,20.68,,,
"2018/01/31 16:32:26.425",,,,,,,20.68,,,,,
"2018/01/31 16:32:46.441",,,,,,,,,,21.9,,
"2018/01/31 16:33:08.947",21.36,,,,,,,,,,,
"2018/01/31 16:33:26.428",,26.73,,,,,,,,,,
"2018/01/31 16:33:46.424",,,,,,,,21.66,,,,
"2018/01/31 16:33:51.423",,,,,21.22,,,,,,,
"2018/01/31 16:33:59.011",,,,,,20.75,,,,,,
"2018/01/31 16:34:01.424",,,,,,,,,,,20.63,
"2018/01/31 16:34:16.422",,,,20.63,,,,,,,,
"2018/01/31 16:34:19.008",,,,,,,20.16,,,,,
"2018/01/31 16:34:26.428",,,,,,,,,20.16,,,
"2018/01/31 16:35:03.927",,,21.39,,,,,,,,,
"2018/01/31 16:35:13.926",,,,,,,,,,21.39,,
"2018/01/31 16:35:46.432",,,,,,20.24,,,,,,
"2018/01/31 16:35:48.934",,,,,,,,21.14,,,,
"2018/01/31 16:36:03.924",,,,,,,19.65,,,,,
"2018/01/31 16:36:11.431",,26.21,,,,,,,,,,
"2018/01/31 16:36:33.926",,,,,,,,,,,20.11,
"2018/01/31 16:36:38.935",,,,,,,,,19.65,,,
"2018/01/31 16:36:41.419",,,,20.11,20.7,,,,,,,
"2018/01/31 16:36:46.428",20.85,,,,,,,,,,,
"2018/01/31 16:37:26.425",,,,,,,,,,20.87,,
"2018/01/31 16:37:46.424",,,,,,19.72,,,,,,
"2018/01/31 16:37:51.428",,,,,,,,20.63,,,,
"2018/01/31 16:38:01.425",,,,,,,19.11,,,,,
"2018/01/31 16:38:08.935",,,20.87,,,,,,,,,
"2018/01/31 16:38:43.925",,25.7,,,,,,,,,,
"2018/01/31 16:38:56.422",,,,,,,,,19.14,,,
"2018/01/31 16:39:06.421",,,,19.6,,,,,,,,
"2018/01/31 16:39:11.424",,,,,,,,,,,19.6,
"2018/01/31 16:39:23.923",,,,,20.19,,,,,,,
"2018/01/31 16:39:43.932",,,,,,,,,,20.36,,
"2018/01/31 16:39:53.927",,,,,,19.21,,,,,,
"2018/01/31 16:39:56.429",20.33,,,,,,,,,,,
"2018/01/31 16:40:01.420",,,,,,,18.6,,,,,
"2018/01/31 16:40:03.922",,,,,,,,20.11,,,,
"2018/01/31 16:40:53.921",,,20.36,,,,,,,,,
"2018/01/31 16:41:03.921",,25.18,,,,,,,,,,
"2018/01/31 16:41:23.926",,,,19.09,,,,,,,,
"2018/01/31 16:41:26.428",,,,,,,,,18.62,,,
"2018/01/31 16:41:46.427",,,,,,,,,,,19.09,
"2018/01/31 16:41:48.941",,,,,19.67,,,,,,,
"2018/01/31 16:41:51.424",,,,,,,18.09,,,,,
"2018/01/31 16:41:53.930",,,,,,18.7,,,,,,
"2018/01/31 16:42:01.429",,,,,,,,,,19.84,,
"2018/01/31 16:42:23.931",,,,,,,,19.6,,,,
"2018/01/31 16:42:41.427",19.82,,,,,,,,,,,
"2018/01/31 16:43:23.931",,24.67,,,,,,,,,,
"2018/01/31 16:43:33.929",,,19.84,,,,,,,,,
"2018/01/31 16:43:36.428",,,,18.57,,,,,,,,
"2018/01/31 16:43:56.430",,,,,,18.18,,,18.11,,,
"2018/01/31 16:44:03.930",,,,,,,17.58,,,,,
"2018/01/31 16:44:18.943",,,,,,,,,,,18.57,
"2018/01/31 16:44:21.429",,,,,19.16,,,,,,,
"2018/01/31 16:44:23.926",,,,,,,,,,19.33,,
"2018/01/31 16:44:46.428",,,,,,,,19.09,,,,
"2018/01/31 16:45:21.432",19.31,,,,,,,,,,,
"2018/01/31 16:45:48.946",,24.15,,,,,,,,,,
"2018/01/31 16:45:59.018",,,,18.06,,,,,,,,
"2018/01/31 16:46:01.432",,,19.33,,,,,,,,,
"2018/01/31 16:46:08.947",,,,,,,17.06,,,,,
"2018/01/31 16:46:16.432",,,,,,17.67,,,,,,
"2018/01/31 16:46:31.437",,,,,,,,,17.6,,,
"2018/01/31 16:46:43.935",,,,,18.65,,,,,,,
"2018/01/31 16:46:51.437",,,,,,,,,,18.82,,
"2018/01/31 16:46:53.928",,,,,,,,,,,18.06,
"2018/01/31 16:47:16.432",,,,,,,,18.57,,,,
"2018/01/31 16:47:41.433",18.79,,,,,,,,,,,
"2018/01/31 16:47:53.936",,23.64,,,,,,,,,,
"2018/01/31 16:48:13.936",,,,17.55,,,,,,,,
"2018/01/31 16:48:18.943",,,,,,17.16,16.55,,,,,
"2018/01/31 16:48:21.424",,,18.82,,,,,,,,,
"2018/01/31 16:48:59.077",,,,,18.14,,,,,,,
"2018/01/31 16:49:03.930",,,,,,,,,17.09,,,
"2018/01/31 16:49:21.436",,,,,,,,,,18.31,,
"2018/01/31 16:49:31.431",,,,,,,,,,,17.55,
"2018/01/31 16:49:46.429",,,,,,,,18.06,,,,
"2018/01/31 16:50:01.420",,23.12,,,,,,,,,,
"2018/01/31 16:50:06.428",18.28,,,,,,,,,,,
"2018/01/31 16:50:29.020",,,,17.04,,,,,,,,
"2018/01/31 16:50:31.431",,,,,,,16.04,,,,,
"2018/01/31 16:50:36.425",,,,,,16.65,,,,,,
"2018/01/31 16:50:43.923",,,18.31,,,,,,,,,
"2018/01/31 16:51:13.928",,,,,17.62,,,,,,,
"2018/01/31 16:51:46.433",,,,,,,,,16.58,,,
"2018/01/31 16:52:01.431",,,,,,,,,,17.79,,
"2018/01/31 16:52:13.927",,22.61,,,,,,,,,,
"2018/01/31 16:52:16.436",,,,,,,,,,,17.04,
"2018/01/31 16:52:23.930",,,,,,,,17.55,,,,
"2018/01/31 16:52:33.940",17.77,,,,,,,,,,,
"2018/01/31 16:52:48.945",,,,,,16.14,,,,,,
"2018/01/31 16:52:51.422",,,,16.53,,,,,,,,
"2018/01/31 16:52:56.426",,,,,,,15.52,,,,,
"2018/01/31 16:53:08.932",,,17.79,,,,,,,,,
"2018/01/31 16:53:38.948",,,,,17.11,,,,,,,
"2018/01/31 16:54:31.424",,22.09,,,,,,,,,,
"2018/01/31 16:54:41.429",,,,,,,,,16.06,,,
"2018/01/31 16:54:48.936",,,,,,,,,,17.28,,
"2018/01/31 16:55:03.930",17.26,,,,,,,,,,,
"2018/01/31 16:55:08.946",,,,,,,,,,,16.53,
"2018/01/31 16:55:16.434",,,,16.01,,,,17.04,,,,
"2018/01/31 16:55:31.427",,,,,,15.62,15.01,,,,,
"2018/01/31 16:55:36.430",,,17.28,,,,,,,,,
"2018/01/31 16:56:08.944",,,,,16.6,,,,,,,
"2018/01/31 16:57:01.437",,21.58,,,,,,,,,,
"2018/01/31 16:57:31.421",16.75,,,,,,,,,,,
"2018/01/31 16:57:43.936",,,,,,,,,,16.77,,
"2018/01/31 16:57:48.940",,,,15.5,,,,,15.55,,,
"2018/01/31 16:57:56.424",,,,,,,14.49,,,,,
"2018/01/31 16:58:03.934",,,,,,15.1,,,,,,
"2018/01/31 16:58:06.435",,,16.77,,,,,,,,,
"2018/01/31 16:58:13.937",,,,,,,,,,,16.01,
"2018/01/31 16:58:18.934",,,,,,,,16.53,,,,
"2018/01/31 16:58:31.423",,,,,16.09,,,,,,,
"2018/01/31 16:59:23.937",,21.07,,,,,,,,,,
"2018/01/31 16:59:56.430",16.23,,,,,,,,,,,
"2018/01/31 17:00:16.440",,,,14.98,,,,,,,,
"2018/01/31 17:00:26.426",,,16.26,,,,,,,,,
"2018/01/31 17:00:33.931",,,,,,14.59,,,,,,
"2018/01/31 17:00:41.421",,,,,,,13.98,,,,,
"2018/01/31 17:00:51.433",,,,,,,,,,16.26,,
"2018/01/31 17:00:53.936",,,,,,,,,15.03,,,
"2018/01/31 17:01:01.433",,,,,15.57,,,,,,,
"2018/01/31 17:01:21.431",,,,,,,,16.01,,,15.5,
"2018/01/31 17:01:49.017",,20.56,,,,,,,,,,
"2018/01/31 17:02:11.428",15.72,,,,,,,,,,,
"2018/01/31 17:02:48.945",,,,14.47,,,,,,,,
"2018/01/31 17:02:51.430",,,15.74,,,,,,,,,
"2018/01/31 17:02:56.426",,,,,,14.08,,,,,,
"2018/01/31 17:03:06.426",,,,,,,13.47,,,,,
"2018/01/31 17:03:21.435",,,,,15.06,,,,,,,
"2018/01/31 17:03:59.009",,20.04,,,,,,,,,,
"2018/01/31 17:04:01.428",,,,,,,,,14.52,,,
"2018/01/31 17:04:06.430",,,,,,,,,,15.74,,
"2018/01/31 17:04:21.439",,,,,,,,15.5,,,,
"2018/01/31 17:04:38.936",15.2,,,,,,,,,,,
"2018/01/31 17:04:43.926",,,,,,,,,,,14.98,
"2018/01/31 17:05:16.441",,,15.23,,,,,,,,,
"2018/01/31 17:05:18.941",,,,13.96,,,,,,,,
"2018/01/31 17:05:38.942",,,,,,13.57,,,,,,
"2018/01/31 17:05:51.433",,,,,14.54,,,,,,,
"2018/01/31 17:05:59.009",,19.53,,,,,,,,,,
"2018/01/31 17:06:06.429",,,,,,,12.96,,,,,
"2018/01/31 17:07:08.949",14.69,,,,,,,,,,,
"2018/01/31 17:07:19.019",,,,,,,,,14.01,,,
"2018/01/31 17:07:29.006",,,,,,,,,,15.23,,
"2018/01/31 17:07:31.438",,,,,,,,14.98,,,,
"2018/01/31 17:07:46.435",,,14.71,,,,,,,,,
"2018/01/31 17:07:56.436",,19.01,,13.45,,,,,,,,
"2018/01/31 17:08:18.942",,,,,,,,,,,14.47,
"2018/01/31 17:08:26.437",,,,,14.03,,,,,,,
"2018/01/31 17:08:33.932",,,,,,13.06,,,,,,
"2018/01/31 17:09:03.934",,,,,,,12.45,,,,,
"2018/01/31 17:09:23.938",,18.5,,,,,,,,,,
"2018/01/31 17:09:46.437",14.18,,,,,,,,,,,
"2018/01/31 17:10:26.423",,,14.2,,,,,,,,,
"2018/01/31 17:10:51.429",,,,12.93,,,,,,,,
"2018/01/31 17:11:03.936",,,,,,,,14.47,13.49,14.71,,
"2018/01/31 17:11:06.433",,17.99,,,,,,,,,,
"2018/01/31 17:11:08.948",,,,,13.52,,,,,,,
"2018/01/31 17:11:36.429",,,,,,12.54,,,,,,
"2018/01/31 17:12:01.434",,,,,,,,,,,13.96,
"2018/01/31 17:12:16.431",,,,,,,11.93,,,,,
"2018/01/31 17:12:21.429",13.67,,,,,,,,,,,
"2018/01/31 17:13:06.422",,,13.69,,,,,,,,,
"2018/01/31 17:13:21.424",,17.48,,,,,,,,,,
"2018/01/31 17:13:53.933",,,,12.42,,,,,,,,
"2018/01/31 17:13:59.008",,,,,13.01,,,,,,,
"2018/01/31 17:14:41.431",,,,,,,,13.96,,,,
"2018/01/31 17:14:48.945",,,,,,12.03,,,,,,
"2018/01/31 17:14:51.435",,,,,,,,,12.98,,,
"2018/01/31 17:14:59.006",,,,,,,,,,14.2,,
"2018/01/31 17:15:11.436",13.15,,,,,,,,,,,
"2018/01/31 17:15:46.437",,,,,,,11.42,,,,,
"2018/01/31 17:15:59.008",,,13.18,,,,,,,,,
"2018/01/31 17:16:03.934",,16.97,,,,,,,,,,
"2018/01/31 17:16:13.927",,,,,,,,,,,13.45,
"2018/01/31 17:16:59.012",,,,,12.5,,,,,,,
"2018/01/31 17:17:01.430",,,,11.91,,,,,,,,
"2018/01/31 17:18:08.931",12.64,,,,,,,,,,,
"2018/01/31 17:18:18.998",,,,,,11.52,,,,,,
"2018/01/31 17:18:36.435",,,,,,,,13.45,,,,
"2018/01/31 17:18:56.432",,16.45,,,,,,,,,,
"2018/01/31 17:19:01.436",,,12.67,,,,,,12.47,,,
"2018/01/31 17:19:13.926",,,,,,,,,,13.69,,
"2018/01/31 17:19:41.419",,,,,,,10.91,,,,,
"2018/01/31 17:20:18.939",,,,,11.98,,,,,,,
"2018/01/31 17:20:26.440",,,,,,,,,,,12.93,
"2018/01/31 17:20:41.436",,,,11.4,,,,,,,,
"2018/01/31 17:21:08.944",12.13,,,,,,,,,,,
"2018/01/31 17:22:16.423",,,12.15,,,,,,,,,
"2018/01/31 17:22:18.947",,15.94,,,,11.01,,,,,,
"2018/01/31 17:23:06.441",,,,,,,,12.93,,,,
"2018/01/31 17:23:41.424",,,,,,,,,,13.18,,
"2018/01/31 17:23:43.928",,,,,,,,,11.96,,,
"2018/01/31 17:23:53.923",,,,,11.47,,,,,,,
"2018/01/31 17:24:01.431",,,,,,,10.4,,,,,
"2018/01/31 17:24:29.023",,,,10.89,,,,,,,,
"2018/01/31 17:24:36.423",11.62,,,,,,,,,,,
"2018/01/31 17:25:11.431",,,,,,,,,,,12.42,
"2018/01/31 17:26:01.428",,15.42,11.64,,,,,,,,,
"2018/01/31 17:26:41.428",,,,,,10.5,,,,,,
"2018/01/31 17:27:53.925",,,,,10.96,,,,,,,
"2018/01/31 17:28:08.939",,,,,,,,12.42,,,,
"2018/01/31 17:28:21.424",11.11,,,,,,,,,,,
"2018/01/31 17:28:31.428",,,,,,,,,,12.67,,
"2018/01/31 17:29:01.428",,,,10.37,,,9.89,,,,,
"2018/01/31 17:29:08.935",,,,,,,,,11.45,,,
"2018/01/31 17:29:53.929",,,11.13,,,,,,,,,
"2018/01/31 17:30:18.929",,14.91,,,,,,,,,11.91,
"2018/01/31 17:32:01.425",,,,,,9.98,,,,,,
"2018/01/31 17:32:26.425",,,,,10.45,,,,,,,
"2018/01/31 17:32:31.427",10.59,,,,,,,,,,,
"2018/01/31 17:33:53.931",,,,9.86,,,,,,,,
"2018/01/31 17:34:01.433",,,,,,,,,,12.15,,
"2018/01/31 17:34:08.945",,,,,,,,11.91,,,,
"2018/01/31 17:34:16.435",,,10.62,,,,,,,,,
"2018/01/31 17:34:23.934",,,,,,,9.38,,,,,
"2018/01/31 17:34:41.429",,14.4,,,,,,,,,,
"2018/01/31 17:35:03.935",,,,,,,,,10.94,,,
"2018/01/31 17:36:06.429",,,,,,,,,,,11.4,
"2018/01/31 17:36:43.938",10.08,,,,,,,,,,,
"2018/01/31 17:37:03.934",,,,,9.94,,,,,,,
"2018/01/31 17:37:21.428",,,,,,9.47,,,,,,
"2018/01/31 17:38:53.927",,,10.11,,,,,,,,,
"2018/01/31 17:39:03.932",,,,9.35,,,,,,,,
"2018/01/31 17:39:36.432",,13.88,,,,,,,,,,
"2018/01/31 17:40:11.427",,,,,,,,,,11.64,,
"2018/01/31 17:40:23.929",,,,,,,8.86,11.4,,,,
"2018/01/31 17:41:33.927",9.57,,,,,,,,10.42,,,
"2018/01/31 17:42:18.943",,,,,,,,,,,10.89,
"2018/01/31 17:42:29.016",,,,,9.42,,,,,,,
"2018/01/31 17:43:51.422",,,,,,8.96,,,,,,
"2018/01/31 17:44:13.926",,,9.59,,,,,,,,,
"2018/01/31 17:45:18.943",,,,8.84,,,,,,,,
"2018/01/31 17:45:29.008",,13.37,,,,,,,,,,
"2018/01/31 17:47:06.439",,,,,,,,,,11.13,,
"2018/01/31 17:47:08.938",9.06,,,,,,,,,,,
"2018/01/31 17:47:31.434",,,,,,,8.35,,,,,
"2018/01/31 17:47:43.931",,,,,,,,10.89,,,,
"2018/01/31 17:48:29.009",,,,,8.91,,,,,,,
"2018/01/31 17:48:56.432",,,,,,,,,9.91,,,
"2018/01/31 17:49:31.428",,,,,,,,,,,10.37,
"2018/01/31 17:50:08.945",,,9.08,,,,,,,,,
"2018/01/31 17:50:38.943",,,,,,8.45,,,,,,
"2018/01/31 17:51:56.430",,,,8.33,,,,,,,,
"2018/01/31 17:52:01.434",,12.86,,,,,,,,,,
"2018/01/31 17:53:13.931",8.55,,,,,,,,,,,
"2018/01/31 17:54:43.930",,,,,,,,,,10.62,,
"2018/01/31 17:55:26.434",,,,,8.4,,,,,,,
"2018/01/31 17:55:41.430",,,,,,,,10.37,,,,
"2018/01/31 17:55:43.935",,,,,,,7.84,,,,,
"2018/01/31 17:57:01.430",,,8.57,,,,,,,,,
"2018/01/31 17:57:38.937",,,,,,,,,9.4,,,
"2018/01/31 17:57:41.422",,,,,,,,,,,9.86,
"2018/01/31 17:58:51.432",,,,,,7.94,,,,,,
"2018/01/31 17:59:48.941",,12.35,,,,,,,,,,
"2018/01/31 18:00:11.433",,,,7.82,,,,,,,,
"2018/01/31 18:00:21.435",8.03,,,,,,,,,,,
"2018/01/31 18:03:38.935",,,,,7.89,,,,,,,
"2018/01/31 18:03:59.008",,,,,,,,,,10.11,,
"2018/01/31 18:04:26.430",,,,7.57,,,,,9.03,,,
"2018/01/31 18:04:29.009",,,8.08,,,,,,,,,
"2018/01/31 18:04:36.436",,,,,7.84,,,,,,,
"2018/01/31 18:04:38.939",,,,,,,,9.89,,,,
"2018/01/31 18:04:46.428",,,,,,7.62,7.35,,,,,
"2018/01/31 18:04:53.928",,,,,,,,,,10.06,9.47,
"2018/01/31 18:04:56.433",7.74,12.06,,,,,,,,,,
"2018/01/31 18:06:28.740",7.64,11.98,7.99,7.5,7.77,7.55,7.28,9.81,8.96,9.98,9.4,
"2018/01/31 18:07:28.797",,,,,,,7.21,,,,,
"2018/01/31 18:07:38.729",,,,7.4,,7.47,,,,,,
"2018/01/31 18:07:41.219",,,,,,,,,,9.91,,
"2018/01/31 18:07:43.711",,,,,,,,9.74,,,,
"2018/01/31 18:07:46.216",,11.91,,,,,,,,,9.33,
"2018/01/31 18:07:58.794",7.57,,,,,,,,,,,
"2018/01/31 18:08:01.207",,,7.91,,,,,,,,,
"2018/01/31 18:08:03.711",,,,,7.64,,,,8.86,,,
"2018/01/31 18:08:46.915",7.52,11.86,7.86,7.38,7.62,7.43,7.18,9.72,8.84,9.86,9.28,
"2018/01/31 18:18:04.402",7.01,,7.35,,,,,,,,,
"2018/01/31 18:19:11.894",,,,,7.11,,,,,,,
"2018/01/31 18:19:39.398",,,,6.86,,,,,,,,
"2018/01/31 18:19:41.896",,11.35,,,,,,,,,,
"2018/01/31 18:19:56.905",,,,,,,,,,,8.77,
"2018/01/31 18:20:04.394",,,,,,,,,,9.35,,
"2018/01/31 18:20:14.385",,,,,,,,9.2,,,,
"2018/01/31 18:20:36.909",,,,,,6.91,,,,,,
"2018/01/31 18:20:41.898",,,,,,,6.67,,,,,
"2018/01/31 18:20:51.898",,,,,,,,,8.33,,,
"2018/01/31 18:30:04.404",6.5,,,,,,,,,,,
"2018/01/31 18:31:09.396",,,6.84,,,,,,,,,
"2018/01/31 18:33:04.397",,,,,6.6,,,,,,,
"2018/01/31 18:34:34.396",,10.84,,,,,,,,,,
"2018/01/31 18:34:36.908",,,,6.35,,,,,,,,
"2018/01/31 18:34:41.901",,,,,,,,,,,8.25,
"2018/01/31 18:34:54.393",,,,,,,,,,8.84,,
"2018/01/31 18:36:04.394",,,,,,6.4,,,,,,
"2018/01/31 18:36:17.056",,,,,,,,8.69,,,,
"2018/01/31 18:36:24.396",,,,,,,6.16,,,,,
"2018/01/31 18:36:44.398",,,,,,,,,7.82,,,
"2018/01/31 18:45:36.911",5.99,,,,,,,,,,,
"2018/01/31 18:47:36.911",,,6.33,,,,,,,,,
"2018/01/31 18:50:51.887",,,,,6.08,,,,,,,
"2018/01/31 18:52:06.906",,10.33,,,,,,,,,,
"2018/01/31 18:52:49.392",,,,,,,,,,,7.74,
"2018/01/31 18:53:04.393",,,,,,,,,,8.33,,
"2018/01/31 18:53:19.385",,,,5.84,,,,,,,,
"2018/01/31 18:54:51.893",,,,,,,,8.18,,,,
"2018/01/31 18:55:31.897",,,,,,5.89,,,,,,
"2018/01/31 18:56:36.910",,,,,,,,,7.3,,,
"2018/01/31 18:57:19.391",,,,,,,5.65,,,,,
"2018/01/31 19:09:26.913",5.48,,,,,,,,,,,
"2018/01/31 19:14:51.899",,,,,,,,,,,7.23,
"2018/01/31 19:16:09.395",,,5.82,,,,,,,,,
"2018/01/31 19:24:04.396",,,,,,,,,,7.82,,
"2018/01/31 19:25:39.399",,,,,5.57,,,,,,,
"2018/01/31 19:28:49.398",,9.81,,,,,,,,,,
"2018/01/31 19:32:44.399",,,,5.33,,,,,,,,
"2018/01/31 20:02:06.899",,,,,,,,,6.79,,,
"2018/01/31 20:05:51.892",4.96,,,,,,,,,,,
"2018/01/31 20:08:54.390",,,,,,,,,,,6.72,
"2018/01/31 20:09:24.391",,,5.3,,,,,,,,,
"2018/01/31 20:21:14.396",,,,,5.06,,,,,,,
"2018/01/31 20:23:54.399",,9.3,,,,,,,,,,
"2018/01/31 20:32:26.907",,,,,,,,,,7.3,,
"2018/01/31 20:35:11.895",,,,,,,,7.67,,,,
"2018/01/31 20:37:46.978",,,,4.82,,,,,,,,
"2018/01/31 21:47:31.887",,,,,,5.38,,,,,,
"2018/01/31 22:04:51.897",4.45,,,,,,,,,,,
"2018/01/31 22:09:14.400",,,,,,,,,6.28,,,
"2018/01/31 22:19:44.393",,,4.79,,,,,,,,,
"2018/01/31 22:26:41.889",,,,,,,,,,,6.21,
"2018/01/31 23:10:49.393",,,,,,,5.13,,,,,
"2018/01/31 23:22:26.899",,,,,4.55,,,,,,,
"2018/01/31 23:59:41.902",,,,,,,,,,6.79,,
"2018/02/01 00:03:24.385",,,,,,,,7.16,,,,
"2018/02/01 00:29:26.897",,,,4.31,,,,,,,,
"2018/02/01 00:38:34.397",,9.81,,,,,,,,,,
"2018/02/01 00:59:44.385",,10.33,,,,,,,,,,
"2018/02/01 01:24:06.910",,10.84,,,,,,,,,,
"2018/02/01 02:05:59.388",,,,,,4.87,,,,,,
"2018/02/01 02:14:59.395",,,,,,,,,5.77,,,
"2018/02/01 02:24:49.393",,,,,,,,,,,5.69,
"2018/02/01 02:29:19.397",3.94,,,,,,,,,,,
"2018/02/01 02:43:14.391",,,4.28,,,,,,,,,
"2018/02/01 03:09:34.399",,,,,,,4.62,,,,,
"2018/02/01 03:37:54.401",,,,,,,,,,6.28,,
"2018/02/01 03:42:54.403",,,,,,,,6.65,,,,
"2018/02/01 03:54:46.981",,,,,4.04,,,,,,,
"2018/02/01 03:54:54.400",,11.35,,,,,,,,,,
"2018/02/01 04:29:46.977",,11.86,,,,,,,,,,
"2018/02/01 04:42:04.398",,12.37,,,,,,,,,,
"2018/02/01 04:49:36.898",,12.89,,,,,,,,,,
"2018/02/01 04:58:46.964",,13.4,,,,,,,,,,
"2018/02/01 05:32:44.389",,12.89,,,,,,,,,,
"2018/02/01 05:46:24.404",,12.37,,,,,,,,,,
"2018/02/01 05:59:31.904",,,,3.79,,,,,,,,
"2018/02/01 06:32:44.383",,12.89,,,,,,,,,,
"2018/02/01 06:37:14.399",,,,,,4.35,,,,,,
"2018/02/01 06:38:36.960",,,,,,,,,5.26,,,
"2018/02/01 06:49:06.907",,,,,,,,,,,5.18,
"2018/02/01 06:49:14.387",,13.4,,,,,,,,,,
"2018/02/01 07:03:06.902",3.43,,,,,,,,,,,
"2018/02/01 13:36:24.402",,,3.77,,,,,,,,,
"2018/02/01 15:32:46.975",,,,,,,,,,,5.69,
"2018/02/01 15:39:16.986",,,,,,,,,5.77,,,
"2018/02/01 15:43:31.896",,,4.28,,,,,,,,,
"2018/02/01 15:58:41.886",3.94,,,,,,,,,,,
"2018/02/01 16:02:44.395",,,,,,4.87,,,,,,
"2018/02/01 17:54:21.890",,13.91,,,,,,,,,,
"2018/02/01 17:55:36.902",,,,4.31,,,,,,,,
"2018/02/01 18:04:21.898",,,,,,,,7.16,,,,
"2018/02/01 18:12:19.387",,,,,,,5.13,,,,,
"2018/02/01 18:15:59.390",,,,,,,,,,6.79,,
"2018/02/01 18:51:34.402",,,,,4.55,,,,,,,
"2018/02/02 00:45:01.895",,13.4,,,,,,,,,,
"2018/02/02 01:03:34.395",,12.89,,,,,,,,,,
"2018/02/02 03:00:39.391",,13.4,,,,,,,,,,
"2018/02/02 03:09:39.395",,13.91,,,,,,,,,,
"2018/02/02 03:17:09.396",,14.42,,,,,,,,,,
"2018/02/02 03:22:49.394",,14.93,,,,,,,,,,
"2018/02/02 03:27:16.975",,15.45,,,,,,,,,,
"2018/02/02 03:32:06.902",,15.96,,,,,,,,,,
"2018/02/02 03:51:19.385",,16.48,,,,,,,,,,
"2018/02/02 03:55:21.887",,16.99,,,,,,,,,,
"2018/02/02 04:09:06.912",,17.5,,,,,,,,,,
"2018/02/02 04:12:44.400",,18.01,,,,,,,,,,
"2018/02/02 04:15:51.899",,18.53,,,,,,,,,,
