,TK_PLCS/FPIX/crate03/module06/channel_read_04.value.converted:_original.._value,TK_PLCS/FPIX/crate03/module06/channel_read_05.value.converted:_original.._value,TK_PLCS/FPIX/crate03/module06/channel_read_06.value.converted:_original.._value,TK_PLCS/FPIX/crate03/module06/channel_read_07.value.converted:_original.._value,TK_PLCS/FPIX/crate03/module06/channel_read_08.value.converted:_original.._value,TK_PLCS/FPIX/crate03/module07/channel_read_01.value.converted:_original.._value,TK_PLCS/FPIX/crate03/module07/channel_read_02.value.converted:_original.._value,TK_PLCS/FPIX/crate03/module07/channel_read_04.value.converted:_original.._value,TK_PLCS/FPIX/crate03/module07/channel_read_05.value.converted:_original.._value,TK_PLCS/FPIX/crate03/module07/channel_read_07.value.converted:_original.._value,TK_PLCS/FPIX/crate03/module07/channel_read_08.value.converted:_original.._value,
,Passive Box #3 Pt1k on Detector,Passive Box #3 Pt1k on Detector,Passive Box #3 Pt1k on Detector,Passive Box #3 Pt1k on Detector,Passive Box #3 Pt1k on Detector,Passive Box #3 Pt1k on Detector,Passive Box #3 Pt1k on Detector,Passive Box #3 Pt1k on Detector,Passive Box #3 Pt1k on Detector,Passive Box #3 Pt1k on Detector,Passive Box #3 Pt1k on Detector,
"2018/02/02 13:07:36.900",,,,,,5.72,,,,,,
"2018/02/02 13:10:29.390",,,,,,,,7.55,,,,
"2018/02/02 13:11:56.973",,,5.28,,,,,,,,,
"2018/02/02 13:12:01.901",,,,,,,,,,7.86,,
"2018/02/02 13:16:46.975",4.94,,,,,,,,,,,
"2018/02/02 13:22:39.400",,5.84,,,,,,,,,,
"2018/02/02 13:27:49.395",,,,,4.84,,,,,,,
"2018/02/02 13:39:21.897",,,4.77,,,,,,,,,
"2018/02/02 13:52:06.912",,,,,,,,,,,6.55,
"2018/02/02 16:46:01.897",,,,,,,,,6.04,,,
"2018/02/02 16:59:01.887",,,,,,,,,,7.35,,
"2018/02/02 17:03:26.898",,,,4.5,,,,,,,,
"2018/02/02 22:16:11.899",,,,,,,,,,7.86,,
"2018/02/02 23:37:29.394",,,,,,,,,6.55,,,
"2018/02/03 16:05:26.906",,,,5.01,,,,,,,,
"2018/02/03 17:09:44.391",,,,,,,,,,,7.06,
"2018/02/03 17:39:41.889",,,,,,6.23,,,,,,
"2018/02/04 00:04:34.390",,,,,,5.72,,,,,,
"2018/02/04 06:04:51.898",,5.33,,,,,,,,,,
"2018/02/04 06:12:09.395",,,,,,,,,,,6.55,
"2018/02/04 06:12:39.392",,,,,,,,,,7.35,,
"2018/02/04 10:55:39.389",,,,,,5.55,,,,,,
"2018/02/04 11:13:46.972",,,,,,,,,,,6.45,
"2018/02/04 11:20:56.905",,,,,,,5.3,,,,,
"2018/02/04 11:24:06.905",,,,,4.74,,,,,,,
"2018/02/04 11:24:14.391",,,4.74,,,,,,,,,
"2018/02/04 11:24:26.900",,5.23,,,,,,,,,,
"2018/02/04 11:24:51.899",,,,,,,,,,7.23,,
"2018/02/04 11:24:54.397",,,,,,,,7.25,,,,
"2018/02/04 11:25:04.395",4.7,,,,,,,,,,,
"2018/02/04 11:25:06.906",,,,,,,,,6.08,,,
"2018/02/04 11:25:09.391",,,,4.7,,,,,,,,
"2018/02/04 13:17:34.155",10.11,10.69,9.94,10.28,10.06,11.5,11.4,13.06,12.06,12.86,12.2,
"2018/02/04 13:27:54.137",,,,,10.57,,,,,,,
"2018/02/04 13:28:04.220",,11.2,,,,,,,,,,
"2018/02/04 13:28:16.633",,,10.45,,,,,,,,,
"2018/02/04 13:28:24.145",,,,10.79,,,,,,,,
"2018/02/04 13:28:26.626",10.62,,,,,,,,,,,
"2018/02/04 13:29:19.132",,,,,,,11.91,,,,,
"2018/02/04 13:29:21.638",,,,,,12.01,,,,,,
"2018/02/04 13:30:11.632",,,,,,,,13.57,12.57,,,
"2018/02/04 13:30:56.631",,,,,,,,,,13.37,,
"2018/02/04 13:31:01.635",,,,,,,,,,,12.71,
"2018/02/04 13:38:36.628",,,,,,,,,12.06,,12.2,
"2018/02/04 13:39:44.153",,,,,,,11.4,,,,,
"2018/02/04 13:40:16.628",,,,,,,,13.06,,,,
"2018/02/04 13:40:26.636",,,,,,,,,,12.86,,
"2018/02/04 13:40:59.144",,,,,,11.5,,,,,,
"2018/02/04 13:41:34.222",,,,,,,,,11.54,,,
"2018/02/04 13:41:51.637",,,,,,,,,,,11.69,
"2018/02/04 13:43:19.137",,,,,,,10.89,,,,,
"2018/02/04 13:43:34.212",,,,,,,,12.54,,,,
"2018/02/04 13:44:14.148",,,,,,,,,,12.35,,
"2018/02/04 13:44:19.136",,,,10.28,,,,,,,,
"2018/02/04 13:44:31.640",,,,,,,,,11.03,,,
"2018/02/04 13:44:44.137",,,,,,10.98,,,,,,
"2018/02/04 13:45:06.637",,,,,,,,,,,11.18,
"2018/02/04 13:46:29.139",,,,,,,10.37,,,,,
"2018/02/04 13:46:36.635",,,,,,,,12.03,,,,
"2018/02/04 13:47:19.138",,,,,,,,,10.52,,,
"2018/02/04 13:47:29.135",,10.69,,,,,,,,,,
"2018/02/04 13:47:39.128",,,,,,,,,,11.84,,
"2018/02/04 13:47:59.132",,,,,,10.47,,,,,,
"2018/02/04 13:48:16.630",,,,,,,,,,,10.67,
"2018/02/04 13:48:29.131",,,,9.77,,,,,,,,
"2018/02/04 13:49:14.150",10.11,,,,,,,,,,,
"2018/02/04 13:49:26.624",,,,,,,9.86,,,,,
"2018/02/04 13:49:36.641",,,,,,,,11.52,,,,
"2018/02/04 13:50:14.145",,,,,,,,,10.01,,,
"2018/02/04 13:50:44.146",,,,,10.06,,,,,,,
"2018/02/04 13:51:01.635",,,,,,,,,,11.33,,
"2018/02/04 13:51:04.219",,,,,,9.96,,,,,,
"2018/02/04 13:51:21.639",,,,,,,,,,,10.16,
"2018/02/04 13:51:54.145",,10.18,,,,,,,,,,
"2018/02/04 13:52:09.124",,,,9.25,,,,,,,,
"2018/02/04 13:52:16.632",,,,,,,9.35,,,,,
"2018/02/04 13:52:34.212",,,,,,,,11.01,,,,
"2018/02/04 13:53:01.629",,,,,,,,,9.5,,,
"2018/02/04 13:53:31.638",9.59,,,,,,,,,,,
"2018/02/04 13:53:51.634",,,9.94,,,,,,,,,
"2018/02/04 13:54:04.212",,,,,,9.45,,,,,,
"2018/02/04 13:54:19.136",,,,,,,,,,10.81,,
"2018/02/04 13:54:29.137",,,,,,,,,,,9.64,
"2018/02/04 13:54:59.125",,,,,9.55,,,,,,,
"2018/02/04 13:55:14.145",,,,,,,8.84,,,,,
"2018/02/04 13:55:34.219",,,,8.74,,,,10.5,,,,
"2018/02/04 13:55:54.143",,9.67,,,,,,,,,,
"2018/02/04 13:56:04.305",,,,,,,,,8.99,,,
"2018/02/04 13:57:01.632",,,,,,8.94,,,,,,
"2018/02/04 13:57:16.629",9.08,,,,,,,,,,,
"2018/02/04 13:57:44.151",,,,,,,,,,10.3,,
"2018/02/04 13:57:51.638",,,,,,,,,,,9.13,
"2018/02/04 13:58:09.135",,,,,,,8.33,,,,,
"2018/02/04 13:58:21.632",,,9.42,,,,,,,,,
"2018/02/04 13:58:41.628",,,,,,,,9.98,,,,
"2018/02/04 13:58:54.138",,,,,9.03,,,,,,,
"2018/02/04 13:59:01.630",,,,8.23,,,,,,,,
"2018/02/04 13:59:16.635",,,,,,,,,8.47,,,
"2018/02/04 13:59:34.216",,9.16,,,,,,,,,,
"2018/02/04 14:00:14.152",,,,,,8.42,,,,,,
"2018/02/04 14:00:51.628",8.57,,,,,,,,,,,
"2018/02/04 14:01:21.632",,,,,,,,,,9.79,,
"2018/02/04 14:01:31.625",,,,,,,7.82,,,,8.62,
"2018/02/04 14:02:09.129",,,,,,,,9.47,,,,
"2018/02/04 14:02:21.631",,,8.91,,,,,,,,,
"2018/02/04 14:02:31.629",,,,7.72,,,,,,,,
"2018/02/04 14:02:41.641",,,,,8.52,,,,,,,
"2018/02/04 14:02:59.129",,,,,,,,,7.96,,,
"2018/02/04 14:03:24.220",,8.64,,,,,,,,,,
"2018/02/04 14:03:41.640",,,,,,7.91,,,,,,
"2018/02/04 14:04:31.625",8.06,,,,,,,,,,,
"2018/02/04 14:05:09.140",,,,,,,7.3,,,,,
"2018/02/04 14:05:26.635",,,,,,,,,,9.28,,
"2018/02/04 14:05:41.633",,,,,,,,,,,8.11,
"2018/02/04 14:06:01.638",,,,,,,,8.96,,,,
"2018/02/04 14:06:14.147",,,8.4,,,,,,,,,
"2018/02/04 14:06:19.127",,,,7.21,,,,,,,,
"2018/02/04 14:06:34.204",,,,,8.01,,,,,,,
"2018/02/04 14:07:11.637",,,,,,,,,7.45,,,
"2018/02/04 14:07:19.135",,8.13,,,,,,,,,,
"2018/02/04 14:07:26.641",,,,,,7.4,,,,,,
"2018/02/04 14:08:34.207",7.55,,,,,,,,,,,
"2018/02/04 14:09:16.632",,,,,,,6.79,,,,,
"2018/02/04 14:10:04.212",,,,,,,,,,8.77,,
"2018/02/04 14:10:11.638",,,7.89,,,,,,,,,
"2018/02/04 14:10:31.633",,,,6.69,7.5,,,,,,,
"2018/02/04 14:10:34.196",,,,,,,,,,,7.6,
"2018/02/04 14:10:36.637",,,,,,,,8.45,,,,
"2018/02/04 14:11:21.638",,7.62,,,,,,,,,,
"2018/02/04 14:11:49.127",,,,,,6.89,,,,,,
"2018/02/04 14:12:11.625",,,,,,,,,6.94,,,
"2018/02/04 14:12:41.629",7.04,,,,,,,,,,,
"2018/02/04 14:14:11.631",,,,,,,6.28,,,,,
"2018/02/04 14:14:19.126",,,7.38,,,,,,,,,
"2018/02/04 14:14:44.134",,,,,6.99,,,,,,,
"2018/02/04 14:15:09.130",,,,6.18,,,,,,,,
"2018/02/04 14:15:31.635",,,,,,,,,,8.25,,
"2018/02/04 14:15:51.636",,7.11,,,,,,,,,,
"2018/02/04 14:16:06.631",,,,,,,,7.94,,,,
"2018/02/04 14:16:31.629",,,,,,,,,,,7.08,
"2018/02/04 14:16:44.137",,,,,,6.38,,,,,,
"2018/02/04 14:17:09.132",6.52,,,,,,,,,,,
"2018/02/04 14:18:29.132",,,,,,,,,6.43,,,
"2018/02/04 14:18:46.629",,,6.86,,,,,,,,,
"2018/02/04 14:19:21.628",,,,,6.47,,,,,,,
"2018/02/04 14:19:54.212",,,,,,,5.77,,,,,
"2018/02/04 14:20:24.135",,,,5.67,,,,,,,,
"2018/02/04 14:20:59.123",,6.6,,,,,,,,,,
"2018/02/04 14:22:06.631",,,,,,,,,,7.74,,
"2018/02/04 14:22:09.133",6.01,,,,,,,,,,,
"2018/02/04 14:22:36.630",,,,,,5.87,,,,,,
"2018/02/04 14:22:54.135",,,,,,,,7.43,,,,
"2018/02/04 14:23:31.628",,,6.35,,,,,,,,,
"2018/02/04 14:23:51.634",,,,,,,,,,,6.57,
"2018/02/04 14:24:29.129",,,,,5.96,,,,,,,
"2018/02/04 14:26:21.633",,,,5.16,,,,,,,,
"2018/02/04 14:26:31.639",,,,,,,,,5.91,,,
"2018/02/04 14:26:36.640",,6.08,,,,,,,,,,
"2018/02/04 14:26:56.642",,,,,,,5.26,,,,,
"2018/02/04 14:27:54.143",5.5,,,,,,,,,,,
"2018/02/04 14:28:51.632",,,5.84,,,,,,,,,
"2018/02/04 14:29:51.636",,,,,,5.35,,,,,,
"2018/02/04 14:30:09.137",,,,,,,,,,7.23,,
"2018/02/04 14:30:26.639",,,,,5.45,,,,,,,
"2018/02/04 14:31:26.633",,,,,,,,6.91,,,,
"2018/02/04 14:32:59.141",,5.57,,,,,,,,,,
"2018/02/04 14:33:06.639",,,,,,,,,,,6.06,
"2018/02/04 14:33:39.128",,,,4.65,,,,,,,,
"2018/02/04 14:34:39.137",4.99,,,,,,,,,,,
"2018/02/04 14:34:56.625",,,5.33,,,,,,,,,
"2018/02/04 14:35:56.641",,,,,,,4.74,,,,,
"2018/02/04 14:36:31.624",,,,,,,,,5.4,,,
"2018/02/04 14:37:04.218",,,,,4.94,,,,,,,
"2018/02/04 14:39:11.641",,,,,,4.84,,,,,,
"2018/02/04 14:40:36.636",,,,,,,,,,6.72,,
"2018/02/04 14:40:46.640",,5.06,,,,,,,,,,
"2018/02/04 14:42:04.220",,,4.82,,,,,,,,,
"2018/02/04 14:42:21.637",,,,4.13,,,,,,,,
"2018/02/04 14:42:31.629",4.48,,,,,,,,,,,
"2018/02/04 14:42:46.630",,,,,,,,6.4,,,,
"2018/02/04 14:45:14.144",,,,,4.43,,,,,,,
"2018/02/04 14:45:21.637",,,,,,,,,,,5.55,
"2018/02/04 14:48:29.137",,,,,,,4.23,,,,,
"2018/02/04 14:50:14.133",,4.55,,,,,,,,,,
"2018/02/04 14:50:36.627",,,4.31,,,,,,,,,
"2018/02/04 14:51:06.626",,,,,,,,,4.89,,,
"2018/02/04 14:52:14.148",,,,,,4.33,,,,,,
"2018/02/04 14:52:26.629",3.96,,,,,,,,,,,
"2018/02/04 14:53:31.634",,,,3.62,,,,,,,,
"2018/02/04 14:55:06.624",,,,,3.92,,,,,,,
"2018/02/04 14:55:09.124",,,,,,,,,,6.21,,
"2018/02/04 15:00:14.204",,,,,,,,5.89,,,,
"2018/02/04 15:01:41.640",,,3.79,,,,,,,,,
"2018/02/04 15:02:54.134",,4.04,,,,,,,,,,
"2018/02/04 15:04:09.129",,,,,,,,,,,5.04,
"2018/02/04 15:05:51.633",3.45,,,,,,,,,,,
"2018/02/04 15:08:39.134",,,,,3.41,,,,,,,
"2018/02/04 15:09:01.629",,,,,,,3.72,,,,,
"2018/02/04 15:11:01.632",,,,3.09,,,,,,,,
"2018/02/04 15:14:59.134",,,,,,3.82,,,,,,
"2018/02/04 15:18:09.132",,,3.26,,,,,,,,,
"2018/02/04 15:19:51.639",,,,,,,,,4.38,,,
"2018/02/04 15:23:31.621",,,,,,,,,,5.69,,
"2018/02/04 15:24:49.126",,3.53,,,,,,,,,,
"2018/02/04 15:34:41.635",2.92,,,,,,,,,,,
"2018/02/04 15:41:14.135",,,,,2.9,,,,,,,
"2018/02/04 16:29:34.221",,,,,,,,,4.89,,,
"2018/02/04 16:36:09.129",,,,,3.41,,,,,,,
"2018/02/04 16:38:01.637",,,,,,4.33,,,,,,
"2018/02/04 16:39:16.629",3.43,,,,,,,,,,,
"2018/02/04 16:41:54.147",,,,,,,4.23,,,,,
"2018/02/04 16:42:51.629",,,,,,,,,,6.21,,
"2018/02/04 16:44:01.635",,4.04,,,,,,,,,,
"2018/02/04 16:50:06.623",,,,3.6,,,,,,,,
"2018/02/04 16:55:41.631",,,,,,,,,,,5.55,
"2018/02/04 17:00:04.212",,,,,,,,6.4,,,,
"2018/02/04 17:05:01.633",,,3.77,,,,,,,,,
"2018/02/04 17:08:16.625",,,,,,,,,5.4,,,
"2018/02/04 17:11:41.624",,,,,3.92,,,,,,,
"2018/02/04 17:14:11.628",3.94,,,,,,,,,,,
"2018/02/04 17:14:39.134",,,,,,4.84,,,,,,
"2018/02/04 17:16:31.628",,4.55,,,,,,,,,,
"2018/02/04 17:17:24.142",,,,,,,4.74,,,,,
"2018/02/04 17:22:41.629",,,,,,,,,,6.72,,
"2018/02/04 17:22:44.145",,,,4.11,,,,,,,,
"2018/02/04 17:35:16.628",,,,,,,,,,,6.06,
"2018/02/04 17:38:49.138",,,4.28,,,,,,,,,
"2018/02/04 17:40:54.149",,,,,,,,6.91,,,,
"2018/02/04 17:46:59.129",,,,,4.43,,,,,,,
"2018/02/04 17:50:16.639",4.45,,,,,,,,,,,
"2018/02/04 17:54:39.139",,5.06,,,,,,,,,,
"2018/02/04 17:56:31.632",,,,,,,,,5.91,,,
"2018/02/04 18:03:19.136",,,,,,5.35,,,,,,
"2018/02/04 18:08:26.632",,,,4.62,,,,,,,,
"2018/02/04 18:21:16.624",,,,,,,5.26,,,,,
"2018/02/04 18:43:59.128",,,4.79,,,,,,,,,
"2018/02/04 18:48:14.143",,,,,,,,,,7.23,,
"2018/02/04 19:23:34.216",,,,,4.94,,,,,,,
"2018/02/05 19:25:24.151",,,,,,,,,,,6.57,
"2018/02/05 19:47:09.131",4.96,,,,,,,,,,,
"2018/02/06 06:01:24.205",,,,,,,,,,,6.06,
"2018/02/06 06:15:16.627",4.45,,,,,,,,,,,
"2018/02/06 14:29:36.629",,5.57,,,,,,,,,,
"2018/02/06 15:19:41.633",,,,,,,,,,,6.57,
"2018/02/06 15:26:56.632",,,,,,,,7.43,,,,
"2018/02/06 15:28:01.629",,6.08,,,,,,,,,,
"2018/02/06 17:36:59.129",,6.6,,,,,,,,,,
"2018/02/06 17:38:24.149",,,,,,,,,6.43,,,
"2018/02/06 17:46:21.629",4.96,,,,,,,,,,,
"2018/02/06 17:46:49.135",,,,,,5.87,,,,,,
"2018/02/06 17:48:29.132",,,,,,,,,,7.74,,
"2018/02/06 17:50:06.640",,,,,,,5.77,,,,,
"2018/02/06 17:53:41.630",,,,5.13,,,,,,,,
"2018/02/06 18:06:16.631",,,,,,,,,,,7.08,
"2018/02/06 18:09:29.125",,,,,,,,7.94,,,,
"2018/02/06 18:11:41.638",,,5.3,,,,,,,,,
"2018/02/06 18:20:36.641",,,,,5.45,,,,,,,
"2018/02/06 18:20:44.145",,,,,,,,,6.94,,,
"2018/02/06 18:27:11.636",,7.11,,,,,,,,,,
"2018/02/06 18:27:46.635",5.48,,,,,,,,,,,
"2018/02/06 18:30:01.628",,,,,,,,,,8.25,,
"2018/02/06 18:32:59.132",,,,,,6.38,,,,,,
"2018/02/06 18:41:01.633",,,,,,,6.28,,,,,
"2018/02/06 18:43:19.131",,,,5.65,,,,,,,,
"2018/02/06 18:58:46.634",,,,,,,,,,,7.6,
"2018/02/06 19:01:54.142",,,,,,,,8.45,,,,
"2018/02/06 19:02:59.138",,,5.82,,,,,,,,,
"2018/02/06 19:07:16.628",,7.62,,,,,,,,,,
"2018/02/06 19:14:44.144",,,,,5.96,,,,,,,
"2018/02/06 19:29:59.141",5.99,,,,,,,,,,,
"2018/02/06 19:44:31.629",,,,,,,,,7.45,,,
"2018/02/07 00:33:26.626",,,,,,,,,,8.77,,
"2018/02/07 00:57:34.216",,,,,,6.89,,,,,,
"2018/02/07 00:59:21.638",,,,6.16,,,,,,,,
"2018/02/07 08:05:34.207",,,,5.65,,,,,,,,
"2018/02/07 08:13:09.139",,,,,,6.38,,,,,,
"2018/02/08 01:54:36.626",,,,,,6.89,,,,,,
"2018/02/08 02:07:24.145",,,,,,,6.79,,,,,
"2018/02/08 02:12:01.626",,,,6.16,,,,,,,,
"2018/02/08 04:54:14.143",,7.11,,,,,,,,,,
"2018/02/08 07:08:24.147",,,,5.65,,,,,,,,
"2018/02/08 07:35:41.635",,,,,,,6.28,,,,,
"2018/02/08 07:41:06.631",,,,,,6.38,,,,,,
"2018/02/08 07:48:44.142",5.48,,,,,,,,,,,
"2018/02/08 07:58:51.638",,6.6,,,,,,,,,,
"2018/02/08 07:59:29.143",,,,,5.45,,,,,,,
"2018/02/08 07:59:31.632",,,,,,,,,6.94,,,
"2018/02/08 08:02:49.132",,,,,,,,,,8.25,,
"2018/02/08 09:14:36.633",,,,,,,,7.94,,,,
"2018/02/08 09:18:51.628",,,,,,,,,,,7.08,
"2018/02/08 10:31:24.141",,,5.3,,,,,,,,,
"2018/02/08 11:50:44.137",,,,5.13,,,,,,,,
"2018/02/08 12:11:29.134",,,,,,,5.77,,,,,
"2018/02/08 12:27:01.640",,,,,,5.87,,,,,,
"2018/02/08 12:37:39.135",4.96,,,,,,,,,,,
"2018/02/08 12:46:51.637",,6.08,,,,,,,,,,
"2018/02/08 12:46:54.149",,,,,,,,,6.43,,,
"2018/02/08 12:53:04.224",,,,,4.94,,,,,,,
"2018/02/08 12:53:06.630",,,,,,,,,,7.74,,
"2018/02/08 13:58:41.621",,,4.79,,,,,,,,,
"2018/02/08 14:22:36.625",,,,,,,,7.43,,,,
"2018/02/08 14:27:39.126",,,,,,,,,,,6.57,
"2018/02/08 17:23:11.644",,,,,,,,,,,7.08,
"2018/02/08 17:27:59.132",,,,,,,,7.94,,,,
"2018/02/08 17:39:39.133",,,5.3,,,,,,,,,
"2018/02/08 17:43:34.215",,,,,,,,,6.94,,,
"2018/02/08 17:47:56.637",,,,,5.45,,,,,,,
"2018/02/08 17:48:26.636",,,,,,,,,,8.25,,
"2018/02/08 17:49:24.146",,6.6,,,,,,,,,,
"2018/02/08 17:52:41.640",,,,,,6.38,,,,,,
"2018/02/08 17:55:16.644",5.48,,,,,,,,,,,
"2018/02/08 17:56:09.137",,,,,,,6.28,,,,,
"2018/02/08 18:02:14.150",,,,5.65,,,,,,,,
"2018/02/08 18:14:36.636",,,,,,,,,,,7.6,
"2018/02/08 18:18:21.635",,,,,,,,8.45,,,,
"2018/02/08 18:22:11.633",,,5.82,,,,,,,,,
"2018/02/08 18:34:09.134",,,,,5.96,,,,,,,
"2018/02/08 18:38:29.142",,7.11,,,,,,,,,,
"2018/02/08 18:43:49.139",,,,,,,,,7.45,,,
"2018/02/08 18:47:31.632",5.99,,,,,,,,,,,
"2018/02/08 19:01:56.632",,,,,,,,,,8.77,,
"2018/02/08 19:02:39.130",,,,,,6.89,,,,,,
"2018/02/08 19:07:24.146",,,,6.16,,,,,,,,
"2018/02/08 19:09:49.129",,,,,,,6.79,,,,,
"2018/02/08 19:48:04.208",,,6.33,,,,,,,,,
"2018/02/08 20:30:09.133",,,,,,,,,,,8.11,
"2018/02/08 20:36:54.148",,,,,,,,8.96,,,,
"2018/02/08 20:37:49.139",,,,,6.47,,,,,,,
"2018/02/08 20:44:21.626",,7.62,,,,,,,,,,
"2018/02/08 21:01:16.640",6.5,,,,,,,,,,,
"2018/02/08 21:24:51.636",,,,,,,,,7.96,,,
"2018/02/08 21:35:21.626",,,,6.67,,,,,,,,
"2018/02/08 21:42:51.632",,,,,,7.4,,,,,,
"2018/02/08 21:50:16.631",,,,,,,,,,9.28,,
"2018/02/08 23:48:59.130",,,,,,,7.3,,,,,
"2018/02/09 00:08:51.627",,,6.84,,,,,,,,,
"2018/02/09 02:20:21.637",,,,,,,6.79,,,,,
"2018/02/09 02:28:39.133",,,,,,6.89,,,,,,
"2018/02/09 02:29:49.127",,,6.33,,,,,,,,,
"2018/02/09 02:31:34.223",,,,6.16,,,,,,,,
"2018/02/09 02:33:01.631",,,,,,,,,7.45,,,
"2018/02/09 02:33:36.632",,,,,,,,,,8.77,,
"2018/02/09 02:58:49.136",5.99,,,,,,,,,,,
"2018/02/09 03:01:34.221",,7.11,,,,,,,,,,
"2018/02/09 03:09:31.639",,,,,,,,8.45,,,,
"2018/02/09 03:14:46.631",,,,,,,,,,,7.6,
"2018/02/09 03:16:56.631",,,,,5.96,,,,,,,
"2018/02/09 09:28:26.638",,,,,6.47,,,,,,,
"2018/02/09 10:15:56.633",,,,,,,,,,,8.11,
"2018/02/09 10:23:01.635",,,,,,,,8.96,,,,
"2018/02/09 10:39:09.136",6.5,,,,,,,,,,,
"2018/02/09 10:46:34.216",,7.62,,,,,,,,,,
"2018/02/09 11:35:49.135",,,,6.67,,,,,,,,
"2018/02/09 11:46:11.635",,,,,,,,,7.96,,,
"2018/02/09 11:54:24.151",,,,,,7.4,,,,,,
"2018/02/09 12:01:19.136",,,,,,,,,,9.28,,
"2018/02/09 12:13:51.637",,,,,,,7.3,,,,,
"2018/02/09 12:15:36.625",,,6.84,,,,,,,,,
"2018/02/09 14:51:06.627",,,,,,,6.79,,,,,
"2018/02/09 14:59:59.136",,,6.33,,,,,,,,,
"2018/02/09 15:01:29.135",,,,,,,,,,8.77,,
"2018/02/09 15:02:29.126",,,,,,6.89,,,,,,
"2018/02/09 19:31:49.139",,,,,,,,,,9.28,,
"2018/02/09 23:37:19.138",,,,6.16,,,,,,,,
"2018/02/10 02:37:59.131",,7.11,,,,,,,,,,
"2018/02/10 02:50:21.636",,,,,,,,,7.45,,,
"2018/02/10 02:52:34.210",,,,,,,,,,8.77,,
"2018/02/10 02:54:06.641",5.99,,,,,,,,,,,
"2018/02/10 03:46:06.635",,,,,5.96,,,,,,,
"2018/02/10 16:06:49.135",,,,,6.47,,,,,,,
"2018/02/10 20:02:01.628",,,,,,,,,7.96,,,
"2018/02/10 20:07:31.636",,,,,,,,,,9.28,,
"2018/02/10 20:12:21.631",6.5,,,,,,,,,,,
"2018/02/10 20:18:21.635",,,,,,7.4,,,,,,
"2018/02/10 20:22:29.130",,7.62,,,,,,,,,,
"2018/02/10 20:27:29.133",,,,,,,7.3,,,,,
"2018/02/10 20:29:16.632",,,,6.67,,,,,,,,
"2018/02/11 07:32:56.632",,7.11,,,,,,,,,,
"2018/02/11 08:03:24.135",,,,6.16,,,,,,,,
"2018/02/11 08:18:01.638",,,,,,,6.79,,,,,
"2018/02/11 08:44:06.638",,,,,,6.89,,,,,,
"2018/02/11 17:34:29.138",5.99,,,,,,,,,,,
"2018/02/11 17:35:51.632",,,,,,,,,7.45,,,
"2018/02/11 18:34:16.641",,,,,5.96,,,,,,,
"2018/02/11 19:09:21.631",,6.6,,,,,,,,,,
"2018/02/11 21:57:09.132",,7.11,,,,,,,,,,
"2018/02/11 22:14:09.134",,,,,6.47,,,,,,,
"2018/02/11 22:40:36.627",6.5,,,,,,,,,,,
"2018/02/11 22:58:51.635",,,,,,,,,7.96,,,
"2018/02/12 04:24:36.631",,,,,,,,,7.45,,,
"2018/02/12 04:29:09.138",5.99,,,,,,,,,,,
"2018/02/12 04:45:16.625",,,,,5.96,,,,,,,
"2018/02/12 04:58:16.634",,6.6,,,,,,,,,,
"2018/02/12 14:36:11.631",,7.11,,,,,,,,,,
"2018/02/12 14:48:24.139",,,,,6.47,,,,,,,
"2018/02/12 14:53:36.635",,,,,,,,,7.96,,,
"2018/02/12 15:02:06.635",6.5,,,,,,,,,,,
"2018/02/12 16:17:54.211",,,,,,7.4,,,,,,
"2018/02/12 20:01:21.628",,,,,,,7.3,,,,,
"2018/02/12 20:11:36.636",,,,6.67,,,,,,,,
"2018/02/12 22:39:34.205",,,,,,,,,,,8.62,
"2018/02/12 22:39:46.632",,,,,,,,9.47,,,,
"2018/02/12 22:43:56.628",,,,,,,,,,9.79,,
"2018/02/12 23:05:56.632",,,6.84,,,,,,,,,
"2018/02/13 04:40:36.629",,,,,,,,,,9.28,,
"2018/02/13 04:54:26.628",,,6.33,,,,,,,,,
"2018/02/13 07:46:39.140",,,,,,,,,,,8.11,
"2018/02/13 11:49:36.622",,,6.84,,,,,,,,,
"2018/02/13 14:46:09.135",,,,,,,,8.96,,,,
"2018/02/13 14:57:11.629",,,6.33,,,,,,,,,
"2018/02/13 15:02:49.137",,,,,,,6.79,,,,,
"2018/02/13 15:05:51.627",,,,6.16,,,,,,,,
"2018/02/13 22:18:39.126",,,,,,,,,,8.77,,
"2018/02/13 22:22:56.634",,,,,,6.89,,,7.45,,,
"2018/02/13 22:30:41.633",5.99,,,,,,,,,,,
"2018/02/13 22:37:54.136",,6.6,,,,,,,,,,
"2018/02/13 22:39:34.210",,,,,5.96,,,,,,,
"2018/02/14 02:29:11.638",,7.11,,,,,,,,,,
"2018/02/14 02:31:29.125",,,,,6.47,,,,,,,
"2018/02/14 02:38:36.630",,,,,,7.4,,,,,,
"2018/02/14 02:48:29.140",6.5,,,,,,,,,,,
"2018/02/14 03:54:49.142",,,,,,,,,7.96,,,
"2018/02/14 10:17:01.641",,,,,,,,,7.45,,,
"2018/02/14 10:19:19.140",5.99,,,,,,,,,,,
"2018/02/14 10:40:56.636",,6.6,,,,,,,,,,
"2018/02/14 10:41:39.138",,,,,,6.89,,,,,,
"2018/02/14 10:42:49.137",,,,,5.96,,,,,,,
"2018/02/14 11:20:14.139",,,5.82,,,,,,,,,
"2018/02/14 11:24:59.132",,,,,,,,,,,7.6,
"2018/02/14 11:27:36.634",,,,5.65,,,,,,,,
